ARO_accession	ARO_gene_family	ARO_length	ARO_name	ARO_taxonomy_id	ARO_taxonomy_name
3002736	quinolone resistance protein (qnr)	645	QnrB21	562	Escherichia coli
3003001	CfxA beta-lactamase	966	CfxA	821	Bacteroides vulgatus
3002529	AAC(3)	477	AAC(3)-Id	108619	Salmonella enterica subsp. enterica serovar Newport
3002848	rifampin ADP-ribosyltransferase (Arr)	453	arr-3	562	Escherichia coli
3002938	vanS	1095	vanSL	1351	Enterococcus faecalis
3002051	CMY beta-lactamase	1146	CMY-40	562	Escherichia coli
3002524	AAC(2')	588	AAC(2')-Ib	1766	Mycolicibacterium fortuitum
3002710	quinolone resistance protein (qnr)	657	QnrA4	38313	Shewanella algae
3000784	resistance-nodulation-cell division (RND) antibiotic efflux pump	3123	cmeB	360109	Campylobacter jejuni subsp. doylei 269.97
3001149	SHV beta-lactamase	861	SHV-97	1351	Enterococcus faecalis
3001356	SHV beta-lactamase	861	SHV-172	573	Klebsiella pneumoniae
3001394	TEM beta-lactamase	861	TEM-217	550	Enterobacter cloacae
3002928	glycopeptide resistance gene cluster	699	vanRM	1352	Enterococcus faecium
3000854	SMB beta-lactamase	843	SMB-1	615	Serratia marcescens
3001910	CTX-M beta-lactamase	876	CTX-M-48	573	Klebsiella pneumoniae
3002319	KPC beta-lactamase	854	KPC-9	562	Escherichia coli
3002093	CMY beta-lactamase	1146	CMY-80	546	Citrobacter freundii
3001805	OXA beta-lactamase	789	OXA-198	287	Pseudomonas aeruginosa
3002515	OCH beta-lactamase	1173	OCH-2	529	Ochrobactrum anthropi
3000878	TEM beta-lactamase	861	TEM-6	562	Escherichia coli
3002342	GES beta-lactamase	864	GES-13	287	Pseudomonas aeruginosa
3001917	CTX-M beta-lactamase	876	CTX-M-55	562	Escherichia coli
3002683	chloramphenicol acetyltransferase (CAT)	660	catI	562	Escherichia coli
3002156	FOX beta-lactamase	1149	FOX-2	562	Escherichia coli
3002721	quinolone resistance protein (qnr)	645	QnrB7	550	Enterobacter cloacae
3001151	SHV beta-lactamase	861	SHV-102	562	Escherichia coli
3001485	OXA beta-lactamase	828	OXA-207	48296	Acinetobacter pittii
3001101	SHV beta-lactamase	861	SHV-43	573	Klebsiella pneumoniae
3002321	KPC beta-lactamase	882	KPC-11	573	Klebsiella pneumoniae
3001113	SHV beta-lactamase	861	SHV-57	562	Escherichia coli
3002035	CMY beta-lactamase	1146	CMY-24	562	Escherichia coli
3002476	LEN beta-lactamase	472	LEN-6	573	Klebsiella pneumoniae
3002517	OCH beta-lactamase	1173	OCH-4	529	Ochrobactrum anthropi
3002871	tetracycline inactivation enzyme	327	tet37	77133	uncultured bacterium
3002124	CMY beta-lactamase	1146	CMY-113	546	Citrobacter freundii
3000205	tetracycline inactivation enzyme	1167	tetX	817	Bacteroides fragilis
3000589	NDM beta-lactamase	813	NDM-1	573	Klebsiella pneumoniae
3002216	IMP beta-lactamase	741	IMP-25	287	Pseudomonas aeruginosa
3001537	OXA beta-lactamase	822	OXA-350	471	Acinetobacter calcoaceticus
3002248	CARB beta-lactamase	867	CARB-9	156539	Vibrio cholerae non-O1/non-O139
3002740	quinolone resistance protein (qnr)	645	QnrB25	546	Citrobacter freundii
3001764	OXA beta-lactamase	807	OXA-63	52584	Brachyspira pilosicoli
3002566	AAC(6')	441	AAC(6')-Iv	70349	Acinetobacter sp. 631
3002404	OXY beta-lactamase	870	OXY-2-9	571	Klebsiella oxytoca
3002948	vanH	1053	vanHO	43767	Rhodococcus hoagii
3003019	trimethoprim resistant dihydrofolate reductase dfr	561	dfrA23	90371	Salmonella enterica subsp. enterica serovar Typhimurium
3001104	SHV beta-lactamase	861	SHV-46	571	Klebsiella oxytoca
3002234	IMP beta-lactamase	741	IMP-43	287	Pseudomonas aeruginosa
3002043	CMY beta-lactamase	1146	CMY-32	562	Escherichia coli
3001073	SHV beta-lactamase	861	SHV-14	573	Klebsiella pneumoniae
3002389	OXY beta-lactamase	876	OXY-1-1	571	Klebsiella oxytoca
3002225	IMP beta-lactamase	741	IMP-34	571	Klebsiella oxytoca
3001512	OXA beta-lactamase	822	OXA-324	471	Acinetobacter calcoaceticus
3002884	rifampin monooxygenase	1440	iri	43767	Rhodococcus hoagii
3000924	TEM beta-lactamase	861	TEM-55	562	Escherichia coli
3000785	resistance-nodulation-cell division (RND) antibiotic efflux pump	1479	cmeC	32022	Campylobacter jejuni subsp. jejuni
3001893	CTX-M beta-lactamase	876	CTX-M-31	235468	Providencia sp. 4440
3001947	CTX-M beta-lactamase	876	CTX-M-87	562	Escherichia coli
3003035	quinolone resistance protein (qnr)	552	mfpA	83332	Mycobacterium tuberculosis H37Rv
3002709	quinolone resistance protein (qnr)	657	QnrA3	38313	Shewanella algae
3003100	CphA beta-lactamase	765	cphA4	656	Aeromonas allosaccharophila
3000195	tetracycline-resistant ribosomal protection protein	1959	tetB(P)	1502	Clostridium perfringens
3001189	SHV beta-lactamase	858	SHV-150	573	Klebsiella pneumoniae
3002434	OKP beta-lactamase	861	OKP-B-1	573	Klebsiella pneumoniae
3001037	TEM beta-lactamase	861	TEM-171	562	Escherichia coli
3002836	lincosamide nucleotidyltransferase (LNU)	804	lnuB	1352	Enterococcus faecium
3001209	methicillin resistant PBP2	1998	mecC	985006	Staphylococcus aureus subsp. aureus LGA251
3003582	pmr phosphoethanolamine transferase	666	basR	208964	Pseudomonas aeruginosa PAO1
3000800	resistance-nodulation-cell division (RND) antibiotic efflux pump	1164	MexC	287	Pseudomonas aeruginosa
3000802	resistance-nodulation-cell division (RND) antibiotic efflux pump	1440	OprJ	287	Pseudomonas aeruginosa
3000896	TEM beta-lactamase	861	TEM-26	543	Enterobacteriaceae
3002021	CMY beta-lactamase	1149	CMY-10	548	Klebsiella aerogenes
3001488	OXA beta-lactamase	825	OXA-216	470	Acinetobacter baumannii
3000976	TEM beta-lactamase	861	TEM-113	584	Proteus mirabilis
3000850	GOB beta-lactamase	873	GOB-1	238	Elizabethkingia meningoseptica
3001398	OXA beta-lactamase	828	OXA-3	287	Pseudomonas aeruginosa
3003166	CTX-M beta-lactamase	876	CTX-M-158	562	Escherichia coli
3001183	SHV beta-lactamase	861	SHV-141	573	Klebsiella pneumoniae
3001929	CTX-M beta-lactamase	876	CTX-M-68	474576	Klebsiella sp. ARS06-441
3000793	resistance-nodulation-cell division (RND) antibiotic efflux pump	3123	mdtB	511145	Escherichia coli str. K-12 substr. MG1655
3002788	quinolone resistance protein (qnr)	645	QnrD1	58097	Salmonella enterica subsp. enterica serovar Bovismorbificans
3000005	glycopeptide resistance gene cluster	1032	vanD	1352	Enterococcus faecium
3001078	SHV beta-lactamase	780	SHV-20	573	Klebsiella pneumoniae
3000237	ATP-binding cassette (ABC) antibiotic efflux pump	1488	TolC	562	Escherichia coli
3002768	quinolone resistance protein (qnr)	645	QnrB55	577	Raoultella terrigena
3000950	TEM beta-lactamase	861	TEM-83	562	Escherichia coli
3002148	DHA beta-lactamase	1140	DHA-17	582	Morganella morganii
3001196	SHV beta-lactamase	861	SHV-157	573	Klebsiella pneumoniae
3002446	OKP beta-lactamase	861	OKP-B-13	573	Klebsiella pneumoniae
3001200	SHV beta-lactamase	861	SHV-161	573	Klebsiella pneumoniae
3003096	CfxA beta-lactamase	966	CfxA5	823	Parabacteroides distasonis
3002872	fosfomycin thiol transferase	417	FosA3	562	Escherichia coli
3002642	APH(3')	816	APH(3')-Ib	2503	Plasmid RP4
3000935	TEM beta-lactamase	861	TEM-68	573	Klebsiella pneumoniae
3002845	streptogramin vat acetyltransferase	651	vatH	1352	Enterococcus faecium
3001961	CTX-M beta-lactamase	876	CTX-M-102	562	Escherichia coli
3002055	CMY beta-lactamase	1134	CMY-44	562	Escherichia coli
3002031	CMY beta-lactamase	1143	CMY-20	562	Escherichia coli
3001877	CTX-M beta-lactamase	876	CTX-M-14	562	Escherichia coli
3002728	quinolone resistance protein (qnr)	681	QnrB14	546	Citrobacter freundii
3002128	CMY beta-lactamase	1146	CMY-117	546	Citrobacter freundii
3001029	TEM beta-lactamase	861	TEM-163	562	Escherichia coli
3002143	DHA beta-lactamase	1140	DHA-12	584	Proteus mirabilis
3001968	CTX-M beta-lactamase	864	CTX-M-108	1074434	Shigella sp. SH223
3002419	OKP beta-lactamase	861	OKP-A-2	573	Klebsiella pneumoniae
3001655	OXA beta-lactamase	825	OXA-138	106654	Acinetobacter nosocomialis
3001421	OXA beta-lactamase	828	OXA-26	470	Acinetobacter baumannii
3002775	quinolone resistance protein (qnr)	681	QnrB62	546	Citrobacter freundii
3001663	OXA beta-lactamase	828	OXA-160	470	Acinetobacter baumannii
3002072	CMY beta-lactamase	1146	CMY-58	562	Escherichia coli
3001005	TEM beta-lactamase	861	TEM-142	562	Escherichia coli
3000746	multidrug and toxic compound extrusion (MATE) transporter	420	mepR	158878	Staphylococcus aureus subsp. aureus Mu50
3004603	tetracycline inactivation enzyme	1170	tet(56)	450	Legionella longbeachae
3002269	IND beta-lactamase	720	IND-14	253	Chryseobacterium indologenes
3000911	TEM beta-lactamase	844	TEM-42	287	Pseudomonas aeruginosa
3001714	OXA beta-lactamase	828	OXA-215	29430	Acinetobacter haemolyticus
3002207	IMP beta-lactamase	741	IMP-16	287	Pseudomonas aeruginosa
3002369	PER beta-lactamase	927	PER-7	470	Acinetobacter baumannii
3002074	CMY beta-lactamase	1143	CMY-61	562	Escherichia coli
3001786	OXA beta-lactamase	798	OXA-244	573	Klebsiella pneumoniae
3000775	resistance-nodulation-cell division (RND) antibiotic efflux pump	3108	adeB	470	Acinetobacter baumannii
3001659	OXA beta-lactamase	825	OXA-175	470	Acinetobacter baumannii
3002132	DHA beta-lactamase	1140	DHA-1	149539	Salmonella enterica subsp. enterica serovar Enteritidis
3000518	resistance-nodulation-cell division (RND) antibiotic efflux pump	633	CRP	316407	Escherichia coli str. K-12 substr. W3110
3000841	CGB beta-lactamase	729	CGB-1	250	Chryseobacterium gleum
3002842	streptogramin vat acetyltransferase	639	vatC	29382	Staphylococcus cohnii
3002329	KPC beta-lactamase	882	KPC-19	72407	Klebsiella pneumoniae subsp. pneumoniae
3003015	trimethoprim resistant dihydrofolate reductase dfr	570	dfrA19	90371	Salmonella enterica subsp. enterica serovar Typhimurium
3003056	resistance-nodulation-cell division (RND) antibiotic efflux pump	3123	smeE	40324	Stenotrophomonas maltophilia
3001171	SHV beta-lactamase	813	SHV-124	573	Klebsiella pneumoniae
3002000	CTX-M beta-lactamase	876	CTX-M-142	562	Escherichia coli
3001374	TEM beta-lactamase	861	TEM-185	562	Escherichia coli
3002658	APH(6)	924	APH(6)-Ib	1907	Streptomyces glaucescens
3000250	Erm 23S ribosomal RNA methyltransferase	735	ErmC	1282	Staphylococcus epidermidis
3002512	subclass B3 LRA beta-lactamase	885	LRA-17	506517	uncultured bacterium BLR17
3001958	CTX-M beta-lactamase	876	CTX-M-99	573	Klebsiella pneumoniae
3000931	TEM beta-lactamase	861	TEM-63	562	Escherichia coli
3002266	IND beta-lactamase	720	IND-10	253	Chryseobacterium indologenes
3001091	SHV beta-lactamase	861	SHV-33	573	Klebsiella pneumoniae
3000605	Erm 23S ribosomal RNA methyltransferase	846	Erm(36)	1270	Micrococcus luteus
3002087	CMY beta-lactamase	1146	CMY-74	57706	Citrobacter braakii
3001110	SHV beta-lactamase	729	SHV-53	573	Klebsiella pneumoniae
3002752	quinolone resistance protein (qnr)	645	QnrB37	546	Citrobacter freundii
3002659	APH(6)	801	APH(6)-Ic	562	Escherichia coli
3002103	CMY beta-lactamase	1146	CMY-90	546	Citrobacter freundii
3001169	SHV beta-lactamase	864	SHV-122	573	Klebsiella pneumoniae
3001990	CTX-M beta-lactamase	876	CTX-M-131	587	Providencia rettgeri
3001569	OXA beta-lactamase	825	OXA-383	470	Acinetobacter baumannii
3002378	VEB beta-lactamase	900	VEB-9	287	Pseudomonas aeruginosa
3001629	OXA beta-lactamase	825	OXA-94	470	Acinetobacter baumannii
3002997	LCR beta-lactamase	783	LCR-1	287	Pseudomonas aeruginosa
3001632	OXA beta-lactamase	825	OXA-92	470	Acinetobacter baumannii
3002669	APH(2'')	921	APH(2'')-Ig	1273173	Campylobacter coli CVM N29710
3000860	16S rRNA methyltransferase (G1405)	756	rmtB	562	Escherichia coli
3001953	CTX-M beta-lactamase	876	CTX-M-93	562	Escherichia coli
3003176	CARB beta-lactamase	933	CARB-21	1338034	Vibrio parahaemolyticus O1:Kuk str. FDA_R31
3002704	major facilitator superfamily (MFS) antibiotic efflux pump	1428	fexA	42858	Staphylococcus lentus
3001997	CTX-M beta-lactamase	876	CTX-M-139	562	Escherichia coli
3001400	OXA beta-lactamase	804	OXA-5	287	Pseudomonas aeruginosa
3002061	CMY beta-lactamase	1146	CMY-50	562	Escherichia coli
3002463	LEN beta-lactamase	861	LEN-13	640131	Klebsiella variicola At-22
3002416	OXY beta-lactamase	876	OXY-6-4	571	Klebsiella oxytoca
3002626	ANT(6)	864	ANT(6)-Ia	1389960	Exiguobacterium sp. S3-2
3001155	SHV beta-lactamase	861	SHV-106	573	Klebsiella pneumoniae
3001430	OXA beta-lactamase	739	OXA-36	287	Pseudomonas aeruginosa
3003153	SHV beta-lactamase	861	SHV-186	573	Klebsiella pneumoniae
3000918	TEM beta-lactamase	861	TEM-49	562	Escherichia coli
3002363	PER beta-lactamase	927	PER-1	287	Pseudomonas aeruginosa
3001019	TEM beta-lactamase	861	TEM-152	562	Escherichia coli
3002428	OKP beta-lactamase	861	OKP-A-11	573	Klebsiella pneumoniae
3002599	AAC(6')	987	AAC(6')-30/AAC(6')-Ib' fusion protein	287	Pseudomonas aeruginosa
3002295	VIM beta-lactamase	801	VIM-25	584	Proteus mirabilis
3002587	AAC(6')	555	AAC(6')-33	562	Escherichia coli
3002534	AAC(3)	810	AAC(3)-IIb	615	Serratia marcescens
3002325	KPC beta-lactamase	882	KPC-15	573	Klebsiella pneumoniae
3001567	OXA beta-lactamase	825	OXA-381	470	Acinetobacter baumannii
3002817	ABC-F ATP-binding cassette ribosomal protection protein	1656	carA	80858	Streptomyces thermotolerans
3002339	GES beta-lactamase	864	GES-10	77133	uncultured bacterium
3000124	methicillin resistant PBP2	372	mecI	158879	Staphylococcus aureus subsp. aureus N315
3001687	OXA beta-lactamase	825	OXA-316	470	Acinetobacter baumannii
3002337	GES beta-lactamase	864	GES-8	287	Pseudomonas aeruginosa
3002431	OKP beta-lactamase	861	OKP-A-14	573	Klebsiella pneumoniae
3002199	IMP beta-lactamase	741	IMP-8	573	Klebsiella pneumoniae
3001685	OXA beta-lactamase	825	OXA-314	470	Acinetobacter baumannii
3002430	OKP beta-lactamase	861	OKP-A-13	573	Klebsiella pneumoniae
3001680	OXA beta-lactamase	825	OXA-242	470	Acinetobacter baumannii
3002782	quinolone resistance protein (qnr)	645	QnrB70	57706	Citrobacter braakii
3001973	CTX-M beta-lactamase	876	CTX-M-113	1074436	Shigella sp. SH284
3000987	TEM beta-lactamase	861	TEM-125	562	Escherichia coli
3002330	GES beta-lactamase	864	GES-1	573	Klebsiella pneumoniae
3001636	OXA beta-lactamase	822	OXA-104	470	Acinetobacter baumannii
3002988	ATP-binding cassette (ABC) antibiotic efflux pump	627	bcrB	1402	Bacillus licheniformis
3002763	quinolone resistance protein (qnr)	645	QnrB48	546	Citrobacter freundii
3001438	OXA beta-lactamase	825	OXA-100	470	Acinetobacter baumannii
3001938	CTX-M beta-lactamase	876	CTX-M-77	51288	Kluyvera ascorbata
3000596	Erm 23S ribosomal RNA methyltransferase	855	ErmX	2609	Plasmid pNG2
3001837	ACT beta-lactamase	1146	ACT-15	550	Enterobacter cloacae
3000412	sulfonamide resistant sul	816	sul2	666	Vibrio cholerae
3002645	APH(3')	807	APH(3')-IIb	287	Pseudomonas aeruginosa
3001148	SHV beta-lactamase	861	SHV-96	470	Acinetobacter baumannii
3000955	TEM beta-lactamase	861	TEM-88	573	Klebsiella pneumoniae
3002496	OXA beta-lactamase	831	OXA-418	106648	Acinetobacter bereziniae
3001613	OXA beta-lactamase	825	OXA-64	470	Acinetobacter baumannii
3001001	TEM beta-lactamase	861	TEM-137	624	Shigella sonnei
3001145	SHV beta-lactamase	861	SHV-93	573	Klebsiella pneumoniae
3001543	OXA beta-lactamase	831	OXA-356	106648	Acinetobacter bereziniae
3002082	CMY beta-lactamase	1146	CMY-69	562	Escherichia coli
3001811	OXA beta-lactamase	804	OXA-129	134047	Salmonella enterica subsp. enterica serovar Bredeney
3001521	OXA beta-lactamase	825	OXA-333	40214	Acinetobacter johnsonii
3002933	vanS	1086	vanSC	1353	Enterococcus gallinarum
3002563	AAC(6')	474	AAC(6')-Isa	68570	Streptomyces albulus
3002180	MIR beta-lactamase	1146	MIR-15	208224	Enterobacter kobei
3002377	VEB beta-lactamase	900	VEB-8	562	Escherichia coli
3002892	major facilitator superfamily (MFS) antibiotic efflux pump	1692	otr(B)	1927	Streptomyces rimosus
3000444	rifampin phosphotransferase	2598	rphA	1501383	Streptomyces sp. WAC4747
3000567	major facilitator superfamily (MFS) antibiotic efflux pump	1221	tet(40)	77133	uncultured bacterium
3000167	major facilitator superfamily (MFS) antibiotic efflux pump	1191	tet(C)	645	Aeromonas salmonicida
3000174	major facilitator superfamily (MFS) antibiotic efflux pump	1176	tet(G)	306	Pseudomonas sp.
3004253	glycopeptide resistance gene cluster	228	vanUG	1351	Enterococcus faecalis
3003577	pmr phosphoethanolamine transferase	1167	ugd	511145	Escherichia coli str. K-12 substr. MG1655
3003563	RCP beta-lactamase	882	RCP-1	1061	Rhodobacter capsulatus
3002451	OKP beta-lactamase	861	OKP-B-18	573	Klebsiella pneumoniae
3002694	major facilitator superfamily (MFS) antibiotic efflux pump	1260	cmlA4	573	Klebsiella pneumoniae
3002034	CMY beta-lactamase	1146	CMY-23	28150	Salmonella enterica subsp. enterica serovar Senftenberg
3001564	OXA beta-lactamase	825	OXA-378	470	Acinetobacter baumannii
3002881	ABC-F ATP-binding cassette ribosomal protection protein	1653	lmrC	1915	Streptomyces lincolnensis
3002714	quinolone resistance protein (qnr)	645	QnrB1	573	Klebsiella pneumoniae
3001922	CTX-M beta-lactamase	876	CTX-M-61	90371	Salmonella enterica subsp. enterica serovar Typhimurium
3001643	OXA beta-lactamase	825	OXA-112	470	Acinetobacter baumannii
3001695	OXA beta-lactamase	822	OXA-134	28090	Acinetobacter lwoffii
3000963	TEM beta-lactamase	861	TEM-96	562	Escherichia coli
3003558	BlaA beta-lactamase	885	y56 beta-lactamase	630	Yersinia enterocolitica
3001703	OXA beta-lactamase	825	OXA-86	470	Acinetobacter baumannii
3001369	TEM beta-lactamase	861	TEM-153	562	Escherichia coli
3002349	GES beta-lactamase	864	GES-20	562	Escherichia coli
3000347	Erm 23S ribosomal RNA methyltransferase	732	ErmA	1280	Staphylococcus aureus
3000829	resistance-nodulation-cell division (RND) antibiotic efflux pump	1404	baeS	316407	Escherichia coli str. K-12 substr. W3110
3001867	CTX-M beta-lactamase	876	CTX-M-4	90371	Salmonella enterica subsp. enterica serovar Typhimurium
3000522	Erm 23S ribosomal RNA methyltransferase	735	ErmG	818	Bacteroides thetaiotaomicron
3002163	FOX beta-lactamase	1149	FOX-9	573	Klebsiella pneumoniae
3000361	macrolide esterase	1221	EreA	562	Escherichia coli
3001121	SHV beta-lactamase	861	SHV-66	573	Klebsiella pneumoniae
3002580	AAC(6')	612	AAC(6')-Ib9	287	Pseudomonas aeruginosa
3001131	SHV beta-lactamase	861	SHV-77	573	Klebsiella pneumoniae
3000806	resistance-nodulation-cell division (RND) antibiotic efflux pump	447	MexG	208964	Pseudomonas aeruginosa PAO1
3002090	CMY beta-lactamase	1146	CMY-77	1236704	Citrobacter sp. W1065
3002301	VIM beta-lactamase	801	VIM-31	550	Enterobacter cloacae
3001178	SHV beta-lactamase	861	SHV-134	573	Klebsiella pneumoniae
3002455	LEN beta-lactamase	861	LEN-2	573	Klebsiella pneumoniae
3002592	AAC(6')	519	AAC(6')-Ib-Hangzhou	470	Acinetobacter baumannii
3002577	AAC(6')	555	AAC(6')-Ib4	470	Acinetobacter baumannii
3001413	OXA beta-lactamase	828	OXA-18	287	Pseudomonas aeruginosa
3002923	glycopeptide resistance gene cluster	699	vanRD	1352	Enterococcus faecium
3002425	OKP beta-lactamase	861	OKP-A-8	573	Klebsiella pneumoniae
3002385	BEL beta-lactamase	852	BEL-1	287	Pseudomonas aeruginosa
3002256	IND beta-lactamase	720	IND-1	253	Chryseobacterium indologenes
3001386	TEM beta-lactamase	861	TEM-209	573	Klebsiella pneumoniae
3000899	TEM beta-lactamase	858	TEM-29	562	Escherichia coli
3002315	KPC beta-lactamase	882	KPC-5	287	Pseudomonas aeruginosa
3002636	APH(2'')	921	APH(2'')-IIIa	1353	Enterococcus gallinarum
3001083	SHV beta-lactamase	861	SHV-25	573	Klebsiella pneumoniae
3000832	major facilitator superfamily (MFS) antibiotic efflux pump	615	evgA	386585	Escherichia coli O157:H7 str. Sakai
3001690	OXA beta-lactamase	828	OXA-255	48296	Acinetobacter pittii
3001946	CTX-M beta-lactamase	876	CTX-M-86	58095	Salmonella enterica subsp. enterica serovar Agona
3002646	APH(3')	804	APH(3')-IIc	40324	Stenotrophomonas maltophilia
3002212	IMP beta-lactamase	738	IMP-21	287	Pseudomonas aeruginosa
3001679	OXA beta-lactamase	825	OXA-241	470	Acinetobacter baumannii
3001916	CTX-M beta-lactamase	876	CTX-M-54	573	Klebsiella pneumoniae
3000898	TEM beta-lactamase	861	TEM-28	562	Escherichia coli
3002205	IMP beta-lactamase	741	IMP-14	287	Pseudomonas aeruginosa
3002593	AAC(6')	531	AAC(6')-Ib-SK	1967	Streptomyces kanamyceticus
3001000	TEM beta-lactamase	861	TEM-136	573	Klebsiella pneumoniae
3001128	SHV beta-lactamase	861	SHV-74	573	Klebsiella pneumoniae
3001059	SHV beta-lactamase	861	SHV-1	573	Klebsiella pneumoniae
3002114	CMY beta-lactamase	1146	CMY-102	562	Escherichia coli
3002962	vanZ	485	vanZA	1352	Enterococcus faecium
3002660	APH(6)	837	APH(6)-Id	287	Pseudomonas aeruginosa
3001552	OXA beta-lactamase	825	OXA-365	470	Acinetobacter baumannii
3002940	vanS	1095	vanSN	1352	Enterococcus faecium
3002713	quinolone resistance protein (qnr)	657	QnrA7	38313	Shewanella algae
3002964	vanW	828	vanWB	1351	Enterococcus faecalis
3002693	major facilitator superfamily (MFS) antibiotic efflux pump	1260	cmlA1	287	Pseudomonas aeruginosa
3002699	major facilitator superfamily (MFS) antibiotic efflux pump	1266	cmlB1	518	Bordetella bronchiseptica
3003022	trimethoprim resistant dihydrofolate reductase dfr	237	dfrB3	571	Klebsiella oxytoca
3001630	OXA beta-lactamase	825	OXA-95	470	Acinetobacter baumannii
3001130	SHV beta-lactamase	861	SHV-76	573	Klebsiella pneumoniae
3001884	CTX-M beta-lactamase	876	CTX-M-22	573	Klebsiella pneumoniae
3001303	Erm 23S ribosomal RNA methyltransferase	780	ErmO-srmA	1889	Streptomyces ambofaciens
3002832	ABC-F ATP-binding cassette ribosomal protection protein	1578	vgaD	1352	Enterococcus faecium
3002688	chloramphenicol acetyltransferase (CAT)	492	catS	1314	Streptococcus pyogenes
3002748	quinolone resistance protein (qnr)	645	QnrB33	57706	Citrobacter braakii
3002182	MOX beta-lactamase	1149	MOX-1	573	Klebsiella pneumoniae
3002462	LEN beta-lactamase	861	LEN-12	244366	Klebsiella variicola
3001484	OXA beta-lactamase	825	OXA-206	470	Acinetobacter baumannii
3001060	SHV beta-lactamase	861	SHV-2	562	Escherichia coli
3002289	VIM beta-lactamase	801	VIM-19	562	Escherichia coli
3001974	CTX-M beta-lactamase	876	CTX-M-114	587	Providencia rettgeri
3002297	VIM beta-lactamase	801	VIM-27	573	Klebsiella pneumoniae
3002663	APH(9)	993	APH(9)-Ib	55404	Streptomyces netropsis
3001152	SHV beta-lactamase	861	SHV-103	573	Klebsiella pneumoniae
3002405	OXY beta-lactamase	873	OXY-2-10	571	Klebsiella oxytoca
3001125	SHV beta-lactamase	861	SHV-71	573	Klebsiella pneumoniae
3002785	quinolone resistance protein (qnr)	645	QnrB73	546	Citrobacter freundii
3001999	CTX-M beta-lactamase	876	CTX-M-141	573	Klebsiella pneumoniae
3001570	OXA beta-lactamase	825	OXA-384	470	Acinetobacter baumannii
3000981	TEM beta-lactamase	785	TEM-118	571	Klebsiella oxytoca
3002576	AAC(6')	555	AAC(6')-Ib3	470	Acinetobacter baumannii
3002226	IMP beta-lactamase	741	IMP-35	287	Pseudomonas aeruginosa
3000410	sulfonamide resistant sul	840	sul1	676	Vibrio fluvialis
3002153	DHA beta-lactamase	1140	DHA-22	562	Escherichia coli
3001431	OXA beta-lactamase	801	OXA-37	470	Acinetobacter baumannii
3002452	OKP beta-lactamase	861	OKP-B-19	573	Klebsiella pneumoniae
3002475	LEN beta-lactamase	823	LEN-3	573	Klebsiella pneumoniae
3000891	TEM beta-lactamase	858	TEM-20	573	Klebsiella pneumoniae
3002228	IMP beta-lactamase	747	IMP-37	287	Pseudomonas aeruginosa
3003116	OXA beta-lactamase	843	OXA-420	470	Acinetobacter baumannii
3002274	VIM beta-lactamase	801	VIM-4	287	Pseudomonas aeruginosa
3001799	OXA beta-lactamase	828	OXA-161	287	Pseudomonas aeruginosa
3001197	SHV beta-lactamase	858	SHV-158	573	Klebsiella pneumoniae
3002221	IMP beta-lactamase	741	IMP-30	287	Pseudomonas aeruginosa
3001870	CTX-M beta-lactamase	876	CTX-M-7	90371	Salmonella enterica subsp. enterica serovar Typhimurium
3001511	OXA beta-lactamase	822	OXA-323	471	Acinetobacter calcoaceticus
3002456	LEN beta-lactamase	861	LEN-5	573	Klebsiella pneumoniae
3002438	OKP beta-lactamase	861	OKP-B-5	573	Klebsiella pneumoniae
3002052	CMY beta-lactamase	1146	CMY-41	546	Citrobacter freundii
3001689	OXA beta-lactamase	828	OXA-253	470	Acinetobacter baumannii
3002025	CMY beta-lactamase	1146	CMY-14	584	Proteus mirabilis
3001035	TEM beta-lactamase	858	TEM-169	595	Salmonella enterica subsp. enterica serovar Infantis
3002197	IMP beta-lactamase	741	IMP-6	615	Serratia marcescens
3002585	AAC(6')	519	AAC(6')-31	303	Pseudomonas putida
3002254	CARB beta-lactamase	852	CARB-17	670	Vibrio parahaemolyticus
3001114	SHV beta-lactamase	861	SHV-59	573	Klebsiella pneumoniae
3000946	TEM beta-lactamase	861	TEM-79	562	Escherichia coli
3000601	Erm 23S ribosomal RNA methyltransferase	1161	Erm(38)	1772	Mycolicibacterium smegmatis
3000013	glycopeptide resistance gene cluster	1029	vanB	1352	Enterococcus faecium
3001782	OXA beta-lactamase	798	OXA-48	573	Klebsiella pneumoniae
3001787	OXA beta-lactamase	798	OXA-245	573	Klebsiella pneumoniae
3001883	CTX-M beta-lactamase	876	CTX-M-21	562	Escherichia coli
3002744	quinolone resistance protein (qnr)	681	QnrB29	546	Citrobacter freundii
3002028	CMY beta-lactamase	1146	CMY-17	562	Escherichia coli
3000216	resistance-nodulation-cell division (RND) antibiotic efflux pump	3150	acrB	511145	Escherichia coli str. K-12 substr. MG1655
3002540	AAC(3)	900	AAC(3)-VIa	550	Enterobacter cloacae
3000467	NDM beta-lactamase	813	NDM-5	562	Escherichia coli
3002498	PDC beta-lactamase	1194	PDC-2	287	Pseudomonas aeruginosa
3000855	CAU beta-lactamase	870	CAU-1	155892	Caulobacter vibrioides
3002466	LEN beta-lactamase	861	LEN-19	573	Klebsiella pneumoniae
3002554	AAC(6')	438	AAC(6')-Ig	29430	Acinetobacter haemolyticus
3001611	OXA beta-lactamase	843	OXA-58	405416	Acinetobacter baumannii ACICU
3002629	ANT(6)	858	ANT(6)-Ib	32019	Campylobacter fetus subsp. fetus
